person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
41,39000,RENT,2,PERSONAL,D,8000,14.84,0.21,Y,14,1
22,18000,RENT,0,PERSONAL,B,3600,11.6,0.2,N,2,1
25,60000,RENT,5,EDUCATION,A,21450,7.29,0.36,N,4,1
28,16800,OWN,5,EDUCATION,B,5000,9.88,0.3,N,7,1
22,36000,RENT,0,PERSONAL,A,4000,8.94,0.11,N,4,0
23,88500,MORTGAGE,2,EDUCATION,C,5000,13.99,0.06,N,4,0
21,75000,MORTGAGE,6,DEBTCONSOLIDATION,A,10000,11.6,0.13,N,3,0
28,32400,RENT,3,MEDICAL,D,4900,14.12,0.15,N,7,1
30,54996,RENT,2,MEDICAL,A,4800,6.03,0.09,N,8,0
22,35000,RENT,0,VENTURE,C,2000,12.99,0.06,Y,2,0
26,61000,MORTGAGE,8,MEDICAL,B,21000,11.6,0.34,N,2,0
23,40000,RENT,3,EDUCATION,B,10000,10.75,0.25,N,4,0
21,35324,RENT,4,EDUCATION,B,6000,11.6,0.17,N,4,0
25,54000,RENT,5,HOMEIMPROVEMENT,D,12000,16.77,0.22,N,2,1
28,52000,RENT,2,PERSONAL,B,10000,12.69,0.19,N,7,0
23,30000,MORTGAGE,2,EDUCATION,E,12000,16.45,0.4,Y,3,0
30,66000,MORTGAGE,15,DEBTCONSOLIDATION,B,15000,11.14,0.23,N,5,0
32,150000,MORTGAGE,4,DEBTCONSOLIDATION,B,7800,11.86,0.05,N,9,0
29,48000,RENT,4,MEDICAL,B,10000,10.62,0.21,N,10,0
30,100800,MORTGAGE,5,VENTURE,B,22000,12.42,0.22,N,7,0
24,83000,MORTGAGE,2,DEBTCONSOLIDATION,D,28000,16.49,0.34,Y,3,1
22,45000,RENT,3,MEDICAL,B,2400,12.18,0.05,N,4,0
25,23198,RENT,2,VENTURE,A,6000,8,0.26,N,4,0
32,72000,RENT,6,HOMEIMPROVEMENT,B,4000,10,0.06,N,6,0
26,51000,MORTGAGE,10,MEDICAL,D,13000,15.33,0.25,Y,3,1
45,75000,MORTGAGE,2,EDUCATION,B,15000,11.6,0.2,N,12,0
22,54000,RENT,4,VENTURE,B,5600,9.63,0.1,N,3,0
22,91000,RENT,6,MEDICAL,A,8000,6.92,0.09,N,4,0
24,85000,MORTGAGE,2,PERSONAL,A,8000,11.6,0.09,N,4,0
21,42000,RENT,5,PERSONAL,D,1000,15.58,0.02,Y,4,1
27,86260,MORTGAGE,11,EDUCATION,C,18000,13.72,0.21,Y,7,1
32,73527,MORTGAGE,11,EDUCATION,B,12000,12.42,0.16,N,7,0
29,14500,RENT,1,EDUCATION,C,3600,13.61,0.25,Y,7,1
23,136000,MORTGAGE,7,DEBTCONSOLIDATION,A,8000,8.32,0.06,N,3,0
24,122000,RENT,4,EDUCATION,B,15000,11.58,0.12,N,3,0
23,130000,MORTGAGE,7,DEBTCONSOLIDATION,A,6000,5.79,0.05,N,3,0
27,60000,MORTGAGE,2,DEBTCONSOLIDATION,B,15000,11.86,0.25,N,8,0
24,40000,RENT,2,EDUCATION,C,7000,11.34,0.17,N,2,0
25,80000,MORTGAGE,5,DEBTCONSOLIDATION,A,8500,7.51,0.11,N,2,0
29,105000,MORTGAGE,13,DEBTCONSOLIDATION,B,17000,10.25,0.16,N,10,0
52,35000,RENT,0,PERSONAL,B,6000,11.6,0.17,N,22,0
24,26400,RENT,3,DEBTCONSOLIDATION,B,4000,11.6,0.15,N,3,1
29,60000,RENT,5,MEDICAL,A,10000,7.88,0.17,N,8,0
22,48000,MORTGAGE,3,VENTURE,B,8000,12.53,0.17,N,4,0
42,74000,MORTGAGE,7,DEBTCONSOLIDATION,A,5300,8.38,0.07,N,12,0
27,35496,RENT,2,EDUCATION,A,3200,7.88,0.09,N,6,0
28,30000,RENT,4,MEDICAL,A,8000,11.6,0.27,N,8,0
31,114237,RENT,15,HOMEIMPROVEMENT,C,17500,14.72,0.15,Y,6,0
23,40000,RENT,6,VENTURE,B,15000,11.71,0.38,N,4,1
23,36000,RENT,5,EDUCATION,E,5500,17.14,0.15,Y,3,0
27,19200,RENT,4,PERSONAL,A,1500,7.14,0.08,N,10,0
34,45000,MORTGAGE,1,DEBTCONSOLIDATION,C,3800,13.16,0.08,Y,5,0
23,56000,RENT,3,DEBTCONSOLIDATION,A,11000,7.49,0.2,N,4,0
32,68000,RENT,9,VENTURE,D,3800,16.89,0.06,Y,8,0
23,35500,RENT,2,HOMEIMPROVEMENT,D,9000,15.99,0.25,Y,2,1
24,103000,MORTGAGE,8,DEBTCONSOLIDATION,C,21000,13.49,0.2,Y,3,0
24,35000,MORTGAGE,3,PERSONAL,D,13000,14.74,0.37,N,3,0
22,34500,RENT,2,MEDICAL,D,5000,16.89,0.14,N,3,1
21,41000,RENT,5,EDUCATION,A,7000,5.79,0.17,N,3,0
32,98056,MORTGAGE,10,DEBTCONSOLIDATION,B,6000,8.88,0.06,N,10,0
36,54000,MORTGAGE,1,MEDICAL,E,10000,14.93,0.19,Y,11,1
26,36000,RENT,5,MEDICAL,B,8550,10.25,0.24,N,2,1
22,27000,OWN,3,VENTURE,B,10800,10.74,0.4,N,3,0
22,30288,OWN,0,EDUCATION,F,5000,19.47,0.17,Y,3,1
25,40000,MORTGAGE,9,DEBTCONSOLIDATION,C,3500,13.49,0.09,N,3,0
36,62000,RENT,3,DEBTCONSOLIDATION,B,8000,11.12,0.13,N,13,0
30,60000,RENT,8,MEDICAL,A,5000,11.6,0.08,N,8,0
24,33996,RENT,1,DEBTCONSOLIDATION,C,7000,13.16,0.21,N,3,1
23,130000,RENT,0,MEDICAL,A,8400,11.6,0.06,N,4,0
24,44400,RENT,4,EDUCATION,F,15650,21.74,0.35,N,4,1
23,60000,RENT,3,EDUCATION,B,8000,10.25,0.13,N,3,0
23,38400,MORTGAGE,7,VENTURE,A,2000,11.6,0.05,N,2,0
37,85000,RENT,21,VENTURE,A,1200,8.9,0.01,N,13,0
40,60000,RENT,3,EDUCATION,D,5000,15.31,0.08,Y,16,0
28,91000,MORTGAGE,12,MEDICAL,C,21000,13.35,0.23,Y,6,0
27,31200,MORTGAGE,3,PERSONAL,B,3600,11.48,0.12,N,7,0
23,34780,RENT,5,PERSONAL,D,7500,12.61,0.22,N,4,0
28,29000,RENT,8,HOMEIMPROVEMENT,B,14000,11.99,0.48,N,9,1
42,55308,OWN,8,VENTURE,B,2000,11.49,0.04,N,15,0
23,44000,MORTGAGE,5,MEDICAL,A,6000,5.42,0.14,N,4,0
25,26000,MORTGAGE,3,EDUCATION,B,3825,11.71,0.15,N,2,0
25,31000,RENT,5,DEBTCONSOLIDATION,D,9600,16.77,0.31,N,3,1
46,54196,MORTGAGE,17,VENTURE,B,4500,11.49,0.08,N,14,0
23,48880,RENT,2,EDUCATION,B,5500,10.99,0.11,N,3,0
24,125000,MORTGAGE,2,PERSONAL,A,15000,7.66,0.12,N,3,0
35,85000,MORTGAGE,2,VENTURE,B,8400,11.99,0.1,N,8,0
25,60000,MORTGAGE,4,VENTURE,A,14000,7.9,0.23,N,2,0
24,50000,RENT,0,HOMEIMPROVEMENT,A,9600,7.51,0.19,N,3,0
24,75000,MORTGAGE,5,EDUCATION,C,7200,11.6,0.1,Y,3,0
22,42000,OWN,6,VENTURE,A,4800,11.6,0.11,N,3,0
28,62000,RENT,0,EDUCATION,A,15000,7.9,0.24,N,8,0
23,56000,MORTGAGE,1,MEDICAL,A,10000,8.59,0.18,N,3,0
22,74500,MORTGAGE,6,DEBTCONSOLIDATION,D,7500,13.17,0.1,N,2,1
24,52000,MORTGAGE,6,VENTURE,A,9000,5.79,0.17,N,2,0
22,31200,RENT,0,PERSONAL,D,8000,14.3,0.26,Y,3,1
22,55000,RENT,3,EDUCATION,C,5000,11.6,0.09,Y,3,0
39,115000,MORTGAGE,6,VENTURE,D,25000,15.58,0.22,Y,17,0
28,39000,RENT,6,EDUCATION,A,14000,7.9,0.36,N,8,1
44,80160,MORTGAGE,13,DEBTCONSOLIDATION,C,5500,13.92,0.07,Y,13,0
23,74000,MORTGAGE,3,VENTURE,C,10000,11.6,0.14,Y,3,1
32,91800,MORTGAGE,8,MEDICAL,E,24625,14.07,0.23,Y,7,1
33,114400,MORTGAGE,3,PERSONAL,C,20000,13.48,0.17,N,5,0
27,54000,RENT,4,PERSONAL,C,4000,12.61,0.07,Y,6,0
43,65000,MORTGAGE,27,VENTURE,A,6000,7.49,0.09,N,17,0
23,44000,RENT,2,MEDICAL,B,3000,9.25,0.07,N,3,0
22,82000,RENT,6,EDUCATION,D,12000,13.55,0.15,N,4,0
24,26400,MORTGAGE,0,DEBTCONSOLIDATION,A,6000,8.9,0.23,N,4,0
26,36000,RENT,5,VENTURE,A,5400,8.9,0.15,N,2,0
51,71000,RENT,14,VENTURE,C,7000,11.6,0.1,Y,21,0
39,56004,MORTGAGE,1,HOMEIMPROVEMENT,B,6000,11.36,0.11,N,13,0
22,88000,MORTGAGE,6,DEBTCONSOLIDATION,F,25000,18.09,0.28,N,2,1
28,54000,MORTGAGE,12,DEBTCONSOLIDATION,A,11500,7.88,0.21,N,6,0
31,75000,RENT,5,HOMEIMPROVEMENT,A,11100,6.03,0.15,N,5,0
36,37200,RENT,5,EDUCATION,C,11000,12.73,0.3,N,12,0
31,54400,MORTGAGE,1,MEDICAL,D,27050,14.54,0.42,N,7,1
24,13000,RENT,1,MEDICAL,B,1200,11.89,0.09,N,2,0
30,125000,MORTGAGE,14,VENTURE,C,7000,11.6,0.06,N,7,0
28,52000,RENT,12,HOMEIMPROVEMENT,B,5000,11.36,0.1,N,7,1
24,38000,RENT,0,PERSONAL,B,12000,11.89,0.32,N,3,1
22,98000,MORTGAGE,1,HOMEIMPROVEMENT,A,9000,9.63,0.09,N,2,1
28,39000,RENT,0,EDUCATION,A,3000,7.9,0.08,N,7,0
25,108000,MORTGAGE,9,PERSONAL,B,4800,12.42,0.04,N,4,0
24,35004,RENT,6,MEDICAL,D,7200,11.6,0.21,N,2,0
24,56100,RENT,7,MEDICAL,D,25000,16.49,0.38,N,4,1
31,68000,OWN,8,VENTURE,B,10000,11.6,0.15,N,7,0
31,121000,RENT,15,HOMEIMPROVEMENT,D,18400,11.6,0.15,Y,10,0
25,85000,MORTGAGE,4,HOMEIMPROVEMENT,A,5000,6.17,0.06,N,2,0
29,140000,RENT,3,PERSONAL,B,20000,10,0.14,N,9,0
23,78885,OWN,2,VENTURE,B,20000,12.42,0.25,N,3,0
24,35004,RENT,0,PERSONAL,C,10000,12.84,0.29,Y,4,0
24,54000,RENT,8,MEDICAL,C,1500,14.17,0.03,Y,2,0
31,40500,RENT,0,MEDICAL,C,12500,13.61,0.31,N,7,1
21,32400,MORTGAGE,5,PERSONAL,E,5000,16,0.15,N,2,1
22,21000,RENT,4,EDUCATION,D,4750,11.6,0.23,N,2,0
24,54000,MORTGAGE,5,PERSONAL,A,11000,5.42,0.2,N,2,0
24,118000,RENT,5,HOMEIMPROVEMENT,A,7000,8.49,0.06,N,2,0
31,90000,MORTGAGE,15,EDUCATION,C,10000,12.53,0.11,N,8,0
21,50000,RENT,0,PERSONAL,B,12000,11.71,0.24,N,3,0
26,120000,MORTGAGE,3,PERSONAL,A,4600,6.39,0.04,N,2,0
24,205000,MORTGAGE,5,DEBTCONSOLIDATION,B,10000,9.63,0.05,N,4,0
22,28000,RENT,0,MEDICAL,B,1200,12.69,0.04,N,3,0
25,51500,OTHER,1,MEDICAL,D,13000,16.07,0.25,N,2,1
38,30132,RENT,5,MEDICAL,C,3000,13.85,0.1,Y,14,1
28,84000,MORTGAGE,12,MEDICAL,B,20500,10,0.24,N,5,0
25,63200,MORTGAGE,3,VENTURE,A,27250,8.9,0.43,N,4,0
31,88000,RENT,1,DEBTCONSOLIDATION,B,13225,12.42,0.15,N,7,0
41,28800,RENT,2,MEDICAL,B,6500,12.69,0.23,N,15,0
23,50000,MORTGAGE,6,VENTURE,A,7000,5.99,0.14,N,3,0
25,40000,RENT,9,MEDICAL,D,5600,14.61,0.14,Y,4,0
25,55000,RENT,3,HOMEIMPROVEMENT,B,6000,11.6,0.11,N,3,0
37,35028,RENT,3,MEDICAL,C,5000,13.47,0.14,Y,17,0
36,120000,RENT,4,HOMEIMPROVEMENT,C,15000,12.99,0.13,Y,15,0
23,30000,RENT,7,MEDICAL,B,10000,12.18,0.33,N,3,1
26,44000,RENT,4,DEBTCONSOLIDATION,D,11000,15.31,0.25,N,2,1
22,41000,MORTGAGE,2,EDUCATION,B,3000,12.18,0.07,N,4,0
22,52650,MORTGAGE,1,DEBTCONSOLIDATION,F,19200,17.26,0.36,N,4,1
23,50000,RENT,7,MEDICAL,A,10000,11.6,0.2,N,2,0
22,48526,MORTGAGE,0,EDUCATION,B,13500,11.14,0.28,N,3,0
26,38400,RENT,10,MEDICAL,D,7500,17.58,0.2,N,2,0
24,65000,MORTGAGE,9,HOMEIMPROVEMENT,A,5500,5.79,0.08,N,3,0
24,16000,RENT,2,EDUCATION,D,4200,11.6,0.26,N,2,1
24,24000,RENT,5,HOMEIMPROVEMENT,B,2000,12.69,0.08,N,2,1
24,40000,RENT,5,PERSONAL,D,3000,17.27,0.07,Y,2,1
22,24960,OWN,5,PERSONAL,A,4525,7.51,0.18,N,4,0
29,150000,RENT,9,PERSONAL,E,15000,16.32,0.1,N,9,0
29,36000,RENT,7,DEBTCONSOLIDATION,B,3000,10.99,0.08,N,10,0
35,79750,MORTGAGE,5,DEBTCONSOLIDATION,B,35000,11.99,0.44,N,5,0
25,49244,RENT,3,EDUCATION,A,8000,8,0.16,N,3,0
28,115000,MORTGAGE,12,EDUCATION,A,22000,7.51,0.19,N,7,0
42,100000,MORTGAGE,7,EDUCATION,C,5000,14.26,0.05,N,12,0
29,30000,RENT,5,PERSONAL,E,10200,17.99,0.34,N,5,1
35,200000,MORTGAGE,3,EDUCATION,C,25000,11.6,0.13,Y,7,0
66,60000,RENT,4,MEDICAL,C,27050,11.6,0.45,Y,28,1
24,24000,RENT,0,EDUCATION,B,6500,11.36,0.27,N,2,0
23,75000,RENT,2,PERSONAL,B,7000,6,0.09,N,3,0
23,42000,RENT,1,MEDICAL,A,4100,7.88,0.1,N,2,0
23,84000,RENT,0,DEBTCONSOLIDATION,C,15000,11.34,0.18,Y,4,0
22,88512,MORTGAGE,6,EDUCATION,A,3000,5.79,0.03,N,2,0
21,48000,RENT,2,EDUCATION,B,3000,9.76,0.06,N,4,0
23,54400,MORTGAGE,0,MEDICAL,D,12000,15.62,0.19,N,3,1
28,60000,RENT,4,HOMEIMPROVEMENT,A,10000,6.54,0.17,N,9,0
29,41000,MORTGAGE,0,MEDICAL,A,3800,7.51,0.09,N,9,1
47,54996,MORTGAGE,7,MEDICAL,B,9000,10.38,0.16,N,16,0
44,30160,MORTGAGE,4,PERSONAL,C,7500,11.6,0.25,N,16,0
27,53321,RENT,11,MEDICAL,D,9000,15.58,0.17,Y,7,1
28,51000,OWN,2,DEBTCONSOLIDATION,E,20400,17.74,0.4,Y,5,1
33,114996,MORTGAGE,0,PERSONAL,B,7450,11.71,0.06,N,5,0
27,47000,RENT,1,MEDICAL,B,13000,10.99,0.28,N,6,0
28,60000,RENT,7,EDUCATION,C,9600,13.57,0.16,Y,8,0
25,44000,RENT,7,MEDICAL,C,7500,13.92,0.17,N,3,1
24,19764,OWN,0,VENTURE,C,4800,13.61,0.24,Y,3,1
34,97356,RENT,12,HOMEIMPROVEMENT,C,20000,13.22,0.21,Y,7,0
28,27050,RENT,5,VENTURE,C,8500,15.96,0.31,Y,10,1
22,63000,MORTGAGE,6,MEDICAL,A,10800,5.99,0.17,N,2,0
24,35000,MORTGAGE,2,MEDICAL,A,2950,11.6,0.08,N,4,0
25,24996,RENT,8,DEBTCONSOLIDATION,C,2500,12.98,0.1,N,4,0
24,70000,MORTGAGE,6,VENTURE,A,6000,7.88,0.09,N,3,0
26,51996,MORTGAGE,2,DEBTCONSOLIDATION,E,6500,15.68,0.13,N,3,1
26,51500,OWN,10,HOMEIMPROVEMENT,A,15000,6.92,0.29,N,2,0
24,30000,MORTGAGE,4,MEDICAL,D,10000,15.99,0.33,Y,2,1
27,54000,RENT,0,DEBTCONSOLIDATION,D,5000,13.17,0.09,N,8,1
33,102000,RENT,2,MEDICAL,D,3600,11.6,0.03,Y,6,1
25,49600,RENT,9,MEDICAL,A,12000,7.14,0.24,N,3,0
27,24000,RENT,0,VENTURE,B,2800,10.95,0.12,N,10,0
33,38000,RENT,10,EDUCATION,C,4900,10.28,0.13,Y,6,1
24,34000,RENT,0,VENTURE,D,14000,14.61,0.41,Y,2,1
29,53000,MORTGAGE,13,DEBTCONSOLIDATION,C,10750,13.11,0.2,N,7,0
22,40000,RENT,1,PERSONAL,C,8500,14.35,0.21,Y,2,0
22,73000,MORTGAGE,6,VENTURE,A,7000,7.49,0.1,N,2,0
30,31800,RENT,2,VENTURE,B,14400,10.75,0.45,N,7,1
24,30000,RENT,5,MEDICAL,G,2000,21.27,0.07,Y,3,1
22,51000,RENT,6,PERSONAL,A,7500,5.99,0.15,N,2,0
25,113000,RENT,8,DEBTCONSOLIDATION,B,14400,11.71,0.13,N,4,1
27,28000,RENT,8,MEDICAL,A,12000,7.51,0.43,N,9,1
33,120000,MORTGAGE,17,PERSONAL,A,15000,5.79,0.13,N,9,0
24,62000,RENT,1,MEDICAL,C,1600,13.85,0.03,Y,4,0
25,62400,MORTGAGE,9,EDUCATION,D,12500,14.96,0.2,N,3,0
32,45000,MORTGAGE,8,MEDICAL,A,9250,8.49,0.21,N,6,0
26,52000,MORTGAGE,3,HOMEIMPROVEMENT,D,2500,14.59,0.05,N,4,0
21,26400,RENT,3,MEDICAL,A,10000,11.6,0.38,N,2,1
22,29124,MORTGAGE,0,MEDICAL,E,8875,15.68,0.3,Y,3,1
28,300000,MORTGAGE,12,EDUCATION,C,10125,15.23,0.03,N,6,0
31,64500,MORTGAGE,5,EDUCATION,A,7000,7.88,0.11,N,5,0
28,127000,MORTGAGE,9,DEBTCONSOLIDATION,C,8400,12.87,0.07,N,7,0
26,98000,MORTGAGE,7,VENTURE,A,14000,7.88,0.14,N,3,0
23,21600,RENT,0,MEDICAL,C,5400,11.6,0.25,Y,4,0
24,70000,RENT,8,VENTURE,E,20000,14.88,0.29,N,4,1
35,110000,MORTGAGE,7,VENTURE,B,6000,11.6,0.05,N,6,0
32,36500,RENT,2,DEBTCONSOLIDATION,E,20000,11.6,0.55,Y,8,1
21,45000,RENT,0,EDUCATION,C,4000,11.6,0.09,N,3,0
48,33500,RENT,1,HOMEIMPROVEMENT,D,1500,14.74,0.04,N,11,1
24,95000,RENT,5,VENTURE,B,14000,11.6,0.15,N,4,0
25,80000,OWN,3,EDUCATION,C,10000,14.72,0.13,Y,3,0
28,48500,RENT,3,VENTURE,D,7500,12.86,0.15,N,7,0
25,80000,RENT,2,PERSONAL,C,12375,10.91,0.15,N,4,0
23,89000,RENT,7,EDUCATION,C,7000,11.6,0.08,Y,3,0
23,17520,RENT,5,DEBTCONSOLIDATION,B,3000,10.37,0.17,N,4,1
25,82560,RENT,6,DEBTCONSOLIDATION,A,4500,7.42,0.05,N,3,0
26,85000,MORTGAGE,5,EDUCATION,B,6000,9.88,0.07,N,3,0
22,60000,RENT,6,MEDICAL,A,8000,7.88,0.13,N,2,0
22,29100,RENT,2,PERSONAL,D,6250,16.07,0.21,Y,3,1
33,42996,RENT,2,DEBTCONSOLIDATION,A,8200,7.88,0.19,N,9,0
23,39996,RENT,6,PERSONAL,B,12000,9.63,0.3,N,2,0
22,75000,MORTGAGE,6,PERSONAL,A,9000,7.14,0.12,N,2,0
24,35000,RENT,8,MEDICAL,B,13400,11.6,0.38,N,3,1
27,85500,RENT,1,HOMEIMPROVEMENT,D,11000,15.99,0.13,Y,5,1
28,29120,RENT,0,VENTURE,D,1500,15.7,0.05,Y,6,1
22,37740,RENT,6,MEDICAL,A,7000,11.6,0.19,N,3,0
25,89000,MORTGAGE,9,MEDICAL,A,14000,7.49,0.16,N,2,0
21,165000,MORTGAGE,5,EDUCATION,A,20000,6.91,0.12,N,4,0
24,97000,MORTGAGE,6,PERSONAL,B,8000,11.11,0.08,N,4,0
24,118000,MORTGAGE,4,VENTURE,A,28000,7.9,0.24,N,4,0
28,165000,MORTGAGE,5,DEBTCONSOLIDATION,B,12400,11.26,0.08,N,8,0
26,60000,RENT,1,PERSONAL,B,12000,10.62,0.2,N,4,0
22,54000,RENT,4,VENTURE,B,5600,9.63,0.1,N,2,0
24,103641,RENT,8,VENTURE,B,4800,10.74,0.05,N,2,0
32,119004,RENT,0,HOMEIMPROVEMENT,A,2500,11.6,0.02,N,10,0
35,70000,RENT,9,VENTURE,A,5000,7.74,0.07,N,6,0
28,53544,RENT,12,HOMEIMPROVEMENT,C,1800,11.6,0.03,Y,7,0
26,54000,MORTGAGE,10,DEBTCONSOLIDATION,A,9000,8.94,0.17,N,4,0
23,21996,OWN,4,PERSONAL,C,6000,13.23,0.27,N,4,0
35,90000,RENT,0,VENTURE,B,12000,10.99,0.13,N,9,0
32,240000,MORTGAGE,5,MEDICAL,A,8400,7.51,0.04,N,5,0
23,28296,MORTGAGE,5,PERSONAL,B,7000,11.6,0.25,N,4,0
22,41400,RENT,2,MEDICAL,C,17000,12.87,0.41,N,3,1
23,48756,RENT,5,EDUCATION,B,4800,11.36,0.1,N,4,0
24,54996,RENT,0,MEDICAL,C,12500,12.87,0.23,N,2,0
24,53184,MORTGAGE,8,PERSONAL,B,13500,10.99,0.25,N,4,0
29,45000,RENT,0,MEDICAL,C,12000,12.99,0.27,Y,7,0
28,40000,MORTGAGE,2,VENTURE,B,5000,11.6,0.13,N,10,0
22,75000,RENT,5,VENTURE,B,5000,11.49,0.07,N,3,0
25,120000,MORTGAGE,5,DEBTCONSOLIDATION,A,9500,5.42,0.08,N,2,0
25,45000,RENT,0,DEBTCONSOLIDATION,C,10000,12.98,0.22,Y,3,0
23,60000,MORTGAGE,5,MEDICAL,C,22000,13.06,0.37,Y,3,0
22,18000,OWN,5,VENTURE,B,2000,11.49,0.11,N,3,0
22,50004,RENT,5,PERSONAL,D,5300,14.42,0.11,Y,2,0
24,40000,RENT,4,EDUCATION,A,1000,6.76,0.03,N,4,0
36,126252,RENT,18,MEDICAL,A,8000,7.14,0.06,N,11,0
27,50000,RENT,0,VENTURE,B,2000,10.99,0.04,N,5,0
30,50000,MORTGAGE,11,DEBTCONSOLIDATION,B,10000,11.6,0.2,N,8,0
23,34662,MORTGAGE,1,HOMEIMPROVEMENT,B,3000,10.75,0.09,N,4,1
33,43000,MORTGAGE,4,HOMEIMPROVEMENT,C,10000,13.35,0.23,Y,10,0
23,37000,MORTGAGE,3,MEDICAL,D,3600,15.62,0.1,N,4,1
35,39000,RENT,5,PERSONAL,B,10625,11.6,0.27,N,9,0
27,40000,RENT,1,MEDICAL,C,7200,13.22,0.18,N,6,0
25,42000,RENT,4,EDUCATION,A,1925,6.17,0.05,N,4,0
35,136000,MORTGAGE,0,EDUCATION,D,15000,11.6,0.11,Y,9,0
32,75000,MORTGAGE,12,HOMEIMPROVEMENT,B,12000,10.65,0.16,N,5,0
24,54500,MORTGAGE,7,MEDICAL,D,8000,17.49,0.15,N,4,1
23,57800,RENT,2,MEDICAL,B,6000,10.99,0.09,N,4,1
25,26500,RENT,9,PERSONAL,B,6000,12.42,0.23,N,3,0
28,42000,RENT,0,VENTURE,B,12000,11.11,0.29,N,9,0
23,115000,RENT,2,EDUCATION,A,35000,7.9,0.3,N,4,0
23,30000,MORTGAGE,3,MEDICAL,E,3800,18.64,0.13,N,2,1
29,97000,RENT,4,PERSONAL,B,25000,10.37,0.26,N,10,0
36,100300,RENT,3,HOMEIMPROVEMENT,B,24000,11.99,0.24,N,11,0
27,36000,MORTGAGE,5,DEBTCONSOLIDATION,A,6000,7.29,0.17,N,10,0
26,26000,RENT,10,EDUCATION,B,20050,9.76,0.77,N,2,1
22,48000,MORTGAGE,0,MEDICAL,A,5000,6.03,0.1,N,4,0
26,46000,RENT,4,PERSONAL,A,9000,7.14,0.2,N,3,0
27,80000,MORTGAGE,5,PERSONAL,C,35000,11.6,0.44,N,8,0
31,47000,RENT,5,EDUCATION,B,10000,11.99,0.21,N,8,0
34,46000,RENT,1,MEDICAL,A,7000,8.9,0.15,N,8,0
33,112732,OWN,5,PERSONAL,B,5000,12.69,0.04,N,5,0
36,36000,OWN,4,MEDICAL,D,10000,16.29,0.28,Y,17,0
27,50000,MORTGAGE,0,PERSONAL,A,4000,11.6,0.08,N,9,0
23,29000,RENT,0,DEBTCONSOLIDATION,A,1600,7.88,0.06,N,3,1
24,52000,MORTGAGE,8,HOMEIMPROVEMENT,B,15000,10,0.29,N,2,0
28,215662,MORTGAGE,12,VENTURE,B,21000,11.99,0.1,N,7,0
23,160000,MORTGAGE,2,EDUCATION,D,25000,15.65,0.16,Y,2,0
25,35138,MORTGAGE,3,DEBTCONSOLIDATION,B,1000,11.6,0.03,N,3,0
21,30000,RENT,2,DEBTCONSOLIDATION,B,6300,11.71,0.21,N,3,0
28,150000,MORTGAGE,6,VENTURE,A,10000,8.07,0.07,N,8,0
31,52000,MORTGAGE,7,DEBTCONSOLIDATION,A,5000,7.51,0.1,N,8,0
24,105000,MORTGAGE,8,EDUCATION,C,3000,11.6,0.03,Y,3,0
21,25200,RENT,1,PERSONAL,A,4000,8.49,0.16,N,4,0
28,191250,MORTGAGE,11,MEDICAL,E,9000,16.95,0.04,N,6,1
33,33000,RENT,0,PERSONAL,C,7500,11.34,0.23,N,9,0
25,115000,RENT,2,HOMEIMPROVEMENT,A,9000,7.51,0.08,N,3,0
31,84000,MORTGAGE,2,VENTURE,A,7600,7.51,0.09,N,5,0
25,30500,RENT,5,MEDICAL,B,6400,11.49,0.21,N,4,0
29,35000,RENT,1,MEDICAL,A,17475,7.66,0.5,N,5,1
26,50200,RENT,1,EDUCATION,A,9000,7.66,0.18,N,3,0
23,67000,OWN,7,PERSONAL,C,6400,11.6,0.1,N,3,0
24,85500,MORTGAGE,3,HOMEIMPROVEMENT,B,12000,11.49,0.14,N,4,0
22,52000,MORTGAGE,6,EDUCATION,C,9750,13.06,0.19,Y,2,0
31,140000,MORTGAGE,15,VENTURE,A,12000,7.88,0.09,N,7,0
26,65000,MORTGAGE,10,HOMEIMPROVEMENT,A,8000,6.99,0.12,N,3,0
25,30000,RENT,6,EDUCATION,B,4000,9.76,0.13,N,3,0
35,218000,RENT,4,DEBTCONSOLIDATION,D,7000,14.11,0.03,Y,9,1
39,150000,MORTGAGE,9,MEDICAL,A,30000,8.9,0.2,N,11,0
22,40320,RENT,0,DEBTCONSOLIDATION,C,12000,14.27,0.3,N,3,0
37,40000,RENT,8,VENTURE,B,5000,12.18,0.13,N,12,0
23,54000,MORTGAGE,8,VENTURE,A,3000,5.42,0.06,N,2,0
23,24960,RENT,3,MEDICAL,B,1675,11.11,0.07,N,3,0
28,35000,RENT,4,DEBTCONSOLIDATION,A,2400,7.29,0.07,N,9,1
25,80000,MORTGAGE,4,MEDICAL,A,6000,7.74,0.07,N,4,0
22,30000,RENT,2,DEBTCONSOLIDATION,B,8000,11.11,0.27,N,3,1
23,40000,RENT,5,MEDICAL,A,6000,8.94,0.15,N,3,0
24,51000,MORTGAGE,5,EDUCATION,B,8000,10.96,0.16,N,3,0
25,24000,RENT,3,DEBTCONSOLIDATION,C,6250,13.72,0.26,Y,3,0
25,33996,RENT,0,VENTURE,A,5000,9.38,0.15,N,3,0
40,96050,RENT,3,MEDICAL,D,11000,16.77,0.1,N,16,1
27,74000,MORTGAGE,3,PERSONAL,B,25000,11.46,0.34,N,5,1
