id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
43707,Male,Loyal Customer,45,Business travel,Business,489,3,5,5,5,2,4,3,3,3,3,3,2,3,1,7,0,neutral or dissatisfied
120845,Male,disloyal Customer,38,Business travel,Business,951,1,1,1,1,1,1,1,1,4,4,5,3,4,1,0,0,neutral or dissatisfied
7573,Male,Loyal Customer,30,Business travel,Business,594,1,1,1,1,5,5,5,5,3,3,5,4,4,5,0,0,satisfied
12472,Male,Loyal Customer,26,Personal Travel,Eco,192,3,3,3,3,2,3,2,2,3,1,2,4,1,2,17,15,neutral or dissatisfied
53390,Male,Loyal Customer,27,Personal Travel,Eco,1452,1,5,1,1,3,1,3,3,5,5,1,1,1,3,3,0,neutral or dissatisfied
39089,Female,disloyal Customer,49,Business travel,Eco,984,1,1,1,1,1,1,1,1,2,2,1,3,5,1,0,0,neutral or dissatisfied
114381,Female,Loyal Customer,52,Personal Travel,Eco Plus,948,4,4,4,4,3,2,3,3,3,4,3,3,3,4,0,0,satisfied
72467,Male,Loyal Customer,54,Business travel,Business,2383,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
10443,Female,disloyal Customer,20,Business travel,Business,191,5,0,5,4,2,5,2,2,4,2,4,4,4,2,16,18,satisfied
94345,Female,Loyal Customer,42,Business travel,Business,248,5,5,5,5,3,4,5,5,5,5,5,4,5,5,1,0,satisfied
64085,Female,Loyal Customer,67,Personal Travel,Eco,919,2,3,2,3,5,4,3,3,3,2,4,1,3,2,4,5,neutral or dissatisfied
30834,Female,Loyal Customer,31,Personal Travel,Eco,1028,3,5,2,5,2,1,1,3,5,4,5,1,5,1,155,135,neutral or dissatisfied
6358,Female,Loyal Customer,46,Business travel,Business,315,0,0,0,4,5,4,4,4,4,4,4,4,4,5,0,0,satisfied
82921,Female,Loyal Customer,39,Business travel,Business,1771,5,5,5,5,3,5,5,5,5,5,5,5,5,5,0,0,satisfied
112942,Female,Loyal Customer,22,Personal Travel,Eco,1390,1,4,2,2,1,2,1,1,4,2,1,3,5,1,0,0,neutral or dissatisfied
22492,Female,Loyal Customer,66,Personal Travel,Eco,238,2,2,2,3,5,3,4,2,2,2,2,2,2,1,0,10,neutral or dissatisfied
20465,Male,Loyal Customer,59,Personal Travel,Eco,177,3,5,3,3,2,3,2,2,5,3,2,1,5,2,58,53,neutral or dissatisfied
14648,Female,Loyal Customer,34,Business travel,Business,162,4,4,4,4,3,2,4,5,5,5,5,1,5,2,0,0,satisfied
93570,Female,disloyal Customer,37,Business travel,Business,159,5,5,5,4,4,5,4,4,3,5,4,3,4,4,0,0,satisfied
117411,Female,Loyal Customer,25,Personal Travel,Eco,1136,2,4,2,4,3,2,3,3,1,1,3,2,4,3,0,0,neutral or dissatisfied
42742,Female,disloyal Customer,38,Business travel,Eco Plus,536,3,3,3,1,3,3,3,3,4,1,1,4,2,3,0,0,neutral or dissatisfied
5776,Female,Loyal Customer,49,Business travel,Business,273,0,0,0,2,3,3,3,5,3,5,5,3,3,3,191,173,satisfied
71302,Male,Loyal Customer,55,Business travel,Business,1114,1,1,1,1,5,4,4,3,5,4,5,4,4,4,213,194,satisfied
127068,Male,disloyal Customer,23,Business travel,Eco,647,3,3,3,3,5,3,5,5,3,4,3,4,3,5,0,0,neutral or dissatisfied
36052,Male,disloyal Customer,33,Business travel,Eco,399,3,0,3,2,1,3,1,1,3,1,4,4,2,1,0,5,neutral or dissatisfied
22781,Female,Loyal Customer,45,Business travel,Business,134,0,5,0,2,2,1,4,1,1,1,1,2,1,3,16,13,satisfied
31949,Female,Loyal Customer,42,Business travel,Business,2221,3,4,4,4,5,2,3,4,4,4,3,2,4,4,0,0,neutral or dissatisfied
49824,Female,Loyal Customer,46,Business travel,Eco,421,4,5,5,5,1,4,2,4,4,4,4,4,4,1,42,41,satisfied
129494,Male,Loyal Customer,27,Business travel,Business,1744,2,2,2,2,5,5,5,5,3,4,4,4,4,5,0,0,satisfied
118733,Male,Loyal Customer,55,Personal Travel,Eco,338,3,4,3,3,2,3,2,2,4,5,5,4,4,2,0,0,neutral or dissatisfied
47166,Female,Loyal Customer,43,Business travel,Business,945,2,2,2,2,3,4,2,4,4,4,4,1,4,1,0,0,satisfied
68917,Female,Loyal Customer,15,Personal Travel,Eco,936,2,3,2,1,3,2,3,3,4,3,3,3,1,3,0,0,neutral or dissatisfied
7213,Male,Loyal Customer,47,Business travel,Eco,135,4,2,4,4,4,4,4,4,3,3,4,2,4,4,0,0,neutral or dissatisfied
68787,Female,Loyal Customer,59,Business travel,Eco,926,4,2,2,2,2,3,4,5,5,4,5,4,5,4,0,0,neutral or dissatisfied
118728,Female,Loyal Customer,29,Personal Travel,Eco,621,3,5,3,1,1,3,1,1,3,4,5,5,4,1,10,13,neutral or dissatisfied
58260,Male,Loyal Customer,18,Business travel,Business,2072,4,4,4,4,4,4,4,4,4,3,4,3,5,4,0,0,satisfied
13906,Female,Loyal Customer,37,Business travel,Eco,192,4,3,3,3,4,4,4,4,5,4,1,3,5,4,0,0,satisfied
48221,Male,Loyal Customer,16,Personal Travel,Eco,192,4,4,4,3,4,4,4,4,5,4,5,5,4,4,42,31,neutral or dissatisfied
79941,Female,Loyal Customer,47,Business travel,Business,2935,4,4,4,4,5,4,4,2,2,2,2,3,2,5,13,0,satisfied
22969,Male,Loyal Customer,25,Business travel,Eco,641,1,3,3,3,1,1,1,2,1,2,3,1,4,1,203,206,neutral or dissatisfied
33624,Female,Loyal Customer,41,Business travel,Business,3544,1,1,1,1,3,1,5,5,5,4,5,1,5,2,0,0,satisfied
97988,Male,Loyal Customer,25,Personal Travel,Eco,793,3,4,2,4,5,2,5,5,4,2,5,3,4,5,7,23,neutral or dissatisfied
126505,Male,Loyal Customer,60,Personal Travel,Eco,1788,2,4,2,2,2,2,2,2,3,3,4,5,4,2,0,0,neutral or dissatisfied
116460,Male,Loyal Customer,57,Personal Travel,Eco,337,1,4,1,1,1,1,1,1,3,4,4,3,5,1,36,24,neutral or dissatisfied
85285,Male,Loyal Customer,47,Personal Travel,Eco,813,2,1,1,3,4,1,1,4,2,1,3,4,3,4,44,51,neutral or dissatisfied
80323,Male,Loyal Customer,19,Personal Travel,Eco,746,1,1,1,4,5,1,5,5,3,1,3,3,4,5,0,4,neutral or dissatisfied
4821,Male,Loyal Customer,53,Business travel,Business,2096,2,2,2,2,5,5,5,4,4,5,4,4,4,3,0,10,satisfied
102618,Female,Loyal Customer,18,Personal Travel,Eco,1294,1,4,1,2,1,1,1,1,5,5,3,3,5,1,9,21,neutral or dissatisfied
100773,Male,Loyal Customer,50,Business travel,Business,1411,5,5,5,5,5,4,4,5,5,5,5,4,5,4,0,0,satisfied
6422,Male,Loyal Customer,28,Personal Travel,Eco,315,2,1,2,1,3,2,3,3,1,3,2,3,2,3,0,0,neutral or dissatisfied
113917,Male,Loyal Customer,30,Business travel,Business,2329,2,2,2,2,4,4,4,4,4,2,3,5,4,4,6,0,satisfied
10143,Male,disloyal Customer,22,Business travel,Business,1157,2,4,2,3,4,2,4,4,4,5,3,3,4,4,13,4,neutral or dissatisfied
58929,Female,Loyal Customer,48,Personal Travel,Eco,888,1,5,1,3,2,4,2,3,3,1,3,3,3,2,27,9,neutral or dissatisfied
11851,Female,Loyal Customer,42,Business travel,Business,3184,3,3,3,3,4,5,5,4,4,4,4,5,4,4,17,12,satisfied
91037,Female,Loyal Customer,15,Personal Travel,Eco,406,3,1,3,3,2,3,2,2,3,2,3,4,3,2,0,0,neutral or dissatisfied
53571,Male,Loyal Customer,50,Business travel,Business,1195,3,5,5,5,2,2,2,3,3,3,3,3,3,4,0,0,neutral or dissatisfied
44269,Female,Loyal Customer,47,Personal Travel,Eco,359,2,5,2,3,4,5,4,4,4,2,4,4,4,4,0,0,neutral or dissatisfied
5444,Female,Loyal Customer,37,Business travel,Business,2428,1,1,1,1,2,5,4,5,5,5,5,5,5,4,0,0,satisfied
75807,Male,Loyal Customer,56,Business travel,Business,1679,5,5,5,5,2,5,5,4,4,4,4,5,4,4,0,0,satisfied
111159,Male,Loyal Customer,14,Personal Travel,Eco,1050,4,4,4,1,3,4,3,3,4,3,1,3,1,3,11,0,neutral or dissatisfied
88737,Male,Loyal Customer,26,Personal Travel,Eco,545,5,1,5,3,1,5,1,1,1,1,4,4,3,1,2,5,satisfied
122694,Female,Loyal Customer,56,Personal Travel,Eco,361,2,5,2,3,4,5,4,1,1,2,1,5,1,3,0,3,neutral or dissatisfied
28314,Female,disloyal Customer,26,Business travel,Eco,867,3,4,4,1,4,4,4,4,1,2,3,3,2,4,7,0,neutral or dissatisfied
41651,Male,Loyal Customer,28,Business travel,Business,3326,2,2,4,2,4,4,4,4,2,2,3,3,5,4,0,0,satisfied
79550,Female,Loyal Customer,46,Business travel,Business,760,5,5,5,5,5,4,4,5,5,5,5,4,5,5,0,0,satisfied
55717,Female,Loyal Customer,57,Business travel,Business,2343,1,1,2,1,3,4,5,4,4,4,4,3,4,5,0,6,satisfied
21158,Male,Loyal Customer,32,Business travel,Eco,954,2,1,1,1,2,2,2,2,4,1,3,3,2,2,15,12,neutral or dissatisfied
69622,Female,Loyal Customer,59,Personal Travel,Eco Plus,2475,5,4,5,3,4,4,4,3,4,4,4,4,2,4,0,0,satisfied
4266,Female,Loyal Customer,72,Business travel,Eco,502,1,4,4,4,3,3,3,1,1,1,1,2,1,2,6,0,neutral or dissatisfied
73132,Female,Loyal Customer,23,Business travel,Business,1830,2,4,4,4,2,2,2,2,4,4,3,2,3,2,0,27,neutral or dissatisfied
63390,Male,Loyal Customer,25,Personal Travel,Eco,372,2,1,2,3,3,2,3,3,3,4,3,2,2,3,0,0,neutral or dissatisfied
27015,Female,Loyal Customer,56,Personal Travel,Eco,867,3,5,3,2,3,3,5,4,4,3,4,5,4,3,0,0,neutral or dissatisfied
31651,Female,Loyal Customer,38,Business travel,Business,2351,3,3,3,3,2,4,3,5,5,5,5,5,5,4,4,0,satisfied
93719,Male,Loyal Customer,23,Business travel,Business,630,5,5,5,5,4,4,4,4,3,3,5,4,5,4,0,17,satisfied
108547,Female,Loyal Customer,10,Personal Travel,Eco,512,1,1,1,3,4,1,5,4,3,2,4,1,3,4,0,0,neutral or dissatisfied
74071,Female,disloyal Customer,22,Business travel,Business,641,4,0,4,2,3,4,3,3,3,3,5,3,4,3,0,0,satisfied
89654,Female,Loyal Customer,35,Business travel,Business,2017,3,1,1,1,3,4,3,3,3,3,3,1,3,2,99,81,neutral or dissatisfied
14440,Female,Loyal Customer,22,Business travel,Eco,674,4,5,5,5,5,5,4,5,4,1,2,2,4,5,117,131,satisfied
3438,Male,Loyal Customer,10,Personal Travel,Eco,296,2,4,2,5,2,2,2,2,3,3,4,4,4,2,0,0,neutral or dissatisfied
121555,Male,Loyal Customer,55,Business travel,Eco,912,3,4,5,5,3,4,4,4,5,3,3,4,2,4,170,151,neutral or dissatisfied
97164,Male,Loyal Customer,49,Personal Travel,Eco,1390,4,4,4,4,5,4,2,5,5,3,5,4,4,5,0,0,neutral or dissatisfied
77904,Female,Loyal Customer,26,Personal Travel,Eco,610,1,5,1,4,3,1,3,3,3,5,5,5,4,3,0,0,neutral or dissatisfied
59784,Female,Loyal Customer,63,Personal Travel,Eco,895,1,4,2,3,4,5,4,4,4,2,4,5,4,5,1,0,neutral or dissatisfied
85521,Male,Loyal Customer,38,Personal Travel,Eco Plus,332,4,1,5,3,1,5,1,1,4,2,3,1,3,1,107,96,neutral or dissatisfied
67203,Female,Loyal Customer,31,Personal Travel,Eco,929,3,1,3,3,3,3,4,3,2,1,3,4,3,3,10,5,neutral or dissatisfied
80771,Male,Loyal Customer,43,Business travel,Eco Plus,629,1,4,3,4,1,1,1,1,1,1,3,1,3,1,4,0,neutral or dissatisfied
90470,Male,Loyal Customer,40,Business travel,Business,3919,2,3,2,2,5,5,5,4,4,4,4,3,4,4,0,0,satisfied
19969,Male,Loyal Customer,36,Business travel,Business,3024,3,2,2,2,1,4,4,3,3,2,3,4,3,3,48,38,neutral or dissatisfied
32035,Male,disloyal Customer,24,Business travel,Eco,101,3,0,3,4,5,3,5,5,3,3,1,4,5,5,0,0,neutral or dissatisfied
48723,Female,disloyal Customer,24,Business travel,Eco,262,3,4,3,4,3,3,3,3,3,4,4,1,3,3,0,0,neutral or dissatisfied
122489,Male,Loyal Customer,31,Personal Travel,Eco,808,2,5,1,3,2,1,2,2,4,5,2,3,5,2,4,1,neutral or dissatisfied
65781,Male,Loyal Customer,23,Business travel,Business,1389,2,2,2,2,5,5,5,5,4,5,5,4,4,5,0,0,satisfied
106682,Male,Loyal Customer,22,Personal Travel,Eco,451,3,4,3,3,4,3,4,4,1,5,3,2,4,4,17,11,neutral or dissatisfied
102951,Female,Loyal Customer,25,Business travel,Business,3380,3,4,4,4,3,3,3,3,1,5,2,4,2,3,18,12,neutral or dissatisfied
118811,Female,Loyal Customer,26,Personal Travel,Eco,646,1,3,1,2,5,1,5,5,1,4,1,3,4,5,1,0,neutral or dissatisfied
54314,Female,disloyal Customer,27,Business travel,Eco,1597,2,1,1,3,3,2,3,3,4,4,1,3,2,3,0,0,neutral or dissatisfied
37619,Male,Loyal Customer,51,Personal Travel,Eco,1005,4,4,4,3,5,4,5,5,3,4,1,1,1,5,0,0,neutral or dissatisfied
49455,Female,Loyal Customer,50,Business travel,Business,2399,3,3,3,3,3,2,2,5,5,5,5,5,5,2,0,0,satisfied
40716,Male,Loyal Customer,18,Business travel,Business,584,5,5,5,5,4,4,4,4,2,1,2,5,2,4,0,0,satisfied
15891,Male,Loyal Customer,37,Business travel,Eco Plus,489,4,1,1,1,4,4,4,4,4,3,4,1,3,4,11,21,satisfied
46427,Male,Loyal Customer,58,Personal Travel,Eco,458,2,5,2,3,1,2,1,1,3,4,5,3,4,1,0,0,neutral or dissatisfied
51872,Female,Loyal Customer,22,Business travel,Business,2742,4,4,4,4,4,4,4,4,1,2,1,3,1,4,0,3,satisfied
10107,Male,Loyal Customer,56,Business travel,Business,2918,4,4,4,4,2,4,5,3,3,3,3,5,3,3,11,0,satisfied
103134,Female,Loyal Customer,51,Business travel,Business,666,2,2,2,2,4,4,5,5,5,5,5,5,5,3,0,0,satisfied
43612,Female,Loyal Customer,50,Business travel,Business,1722,2,2,2,2,3,2,4,4,4,4,5,4,4,3,0,0,satisfied
66627,Female,Loyal Customer,70,Personal Travel,Business,802,1,2,1,3,1,3,3,4,4,1,4,2,4,1,0,0,neutral or dissatisfied
78726,Female,disloyal Customer,24,Business travel,Eco,447,3,4,2,3,3,2,3,3,4,4,4,3,4,3,42,64,neutral or dissatisfied
117936,Male,disloyal Customer,21,Business travel,Eco,255,2,4,2,4,1,2,1,1,1,2,3,4,4,1,119,108,neutral or dissatisfied
38074,Female,disloyal Customer,45,Business travel,Eco,1197,3,3,3,3,2,3,2,2,2,2,1,4,3,2,0,0,neutral or dissatisfied
39934,Female,Loyal Customer,40,Business travel,Business,3393,5,5,5,5,2,5,1,4,4,4,4,1,4,4,0,0,satisfied
128135,Male,disloyal Customer,25,Business travel,Eco,1026,3,3,3,4,3,3,3,3,5,4,4,3,4,3,0,0,neutral or dissatisfied
97900,Female,Loyal Customer,41,Business travel,Business,616,3,3,3,3,3,5,4,4,4,4,4,4,4,5,115,113,satisfied
26299,Male,Loyal Customer,19,Business travel,Business,2990,2,1,3,1,2,2,2,2,1,4,3,2,4,2,0,0,neutral or dissatisfied
57587,Female,Loyal Customer,65,Personal Travel,Eco,1597,3,3,3,2,4,1,2,4,4,3,4,4,4,2,9,0,neutral or dissatisfied
22357,Female,Loyal Customer,54,Business travel,Business,2397,3,3,3,3,4,1,3,4,4,4,4,4,4,4,7,10,satisfied
114088,Male,Loyal Customer,57,Personal Travel,Eco,1892,4,1,4,4,5,4,5,5,4,3,2,3,4,5,19,0,neutral or dissatisfied
126947,Male,Loyal Customer,33,Business travel,Business,3411,1,1,1,1,5,5,5,5,4,3,5,4,4,5,0,0,satisfied
128289,Male,Loyal Customer,49,Business travel,Business,370,2,2,2,2,4,5,5,4,4,4,4,4,4,4,0,7,satisfied
9521,Male,disloyal Customer,48,Business travel,Business,288,4,4,4,3,4,5,5,3,3,4,3,5,3,5,255,255,neutral or dissatisfied
19015,Female,Loyal Customer,24,Business travel,Eco,871,4,4,4,4,4,4,4,4,4,2,4,4,3,4,0,0,neutral or dissatisfied
16144,Male,Loyal Customer,46,Personal Travel,Business,199,1,4,1,3,5,5,4,4,4,1,4,4,4,3,6,1,neutral or dissatisfied
4585,Male,Loyal Customer,36,Business travel,Business,3024,4,2,2,2,1,3,4,4,4,4,4,4,4,1,30,13,neutral or dissatisfied
32120,Female,Loyal Customer,37,Business travel,Eco,163,4,2,3,2,4,5,4,4,1,4,3,5,2,4,11,14,satisfied
45206,Female,Loyal Customer,48,Business travel,Eco,1081,5,5,4,5,1,1,4,5,5,5,5,2,5,2,0,0,satisfied
118901,Female,Loyal Customer,29,Business travel,Business,3513,3,3,3,3,5,5,5,5,3,5,5,5,5,5,0,0,satisfied
80866,Male,Loyal Customer,26,Personal Travel,Eco,692,2,5,2,3,4,2,1,4,3,2,5,4,4,4,0,0,neutral or dissatisfied
98193,Female,Loyal Customer,55,Business travel,Business,327,0,0,0,4,5,4,4,2,2,2,2,5,2,4,0,0,satisfied
47986,Male,Loyal Customer,16,Personal Travel,Eco,329,3,3,3,4,1,3,1,1,2,5,4,3,3,1,0,0,neutral or dissatisfied
109904,Female,disloyal Customer,38,Business travel,Eco,701,1,1,1,3,3,1,3,3,4,1,3,3,3,3,0,0,neutral or dissatisfied
29430,Male,Loyal Customer,28,Business travel,Business,2149,3,3,3,3,5,5,5,5,5,2,5,4,4,5,0,0,satisfied
67523,Female,Loyal Customer,42,Business travel,Business,3064,3,3,3,3,5,4,5,4,4,4,4,4,4,3,0,4,satisfied
67613,Male,Loyal Customer,25,Business travel,Business,1235,1,1,1,1,2,2,2,2,4,3,4,5,4,2,12,1,satisfied
89218,Male,Loyal Customer,48,Personal Travel,Eco,1947,2,4,2,4,2,2,1,2,4,3,4,4,5,2,28,19,neutral or dissatisfied
121578,Female,Loyal Customer,31,Business travel,Business,912,3,5,5,5,3,3,3,3,2,4,4,3,4,3,0,0,neutral or dissatisfied
37631,Male,Loyal Customer,38,Personal Travel,Eco,944,3,4,2,2,5,2,5,5,2,2,1,1,4,5,0,0,neutral or dissatisfied
60560,Female,Loyal Customer,19,Business travel,Eco Plus,985,3,3,3,3,3,3,2,3,3,3,3,3,4,3,0,0,neutral or dissatisfied
91067,Male,Loyal Customer,35,Personal Travel,Eco,404,4,2,4,4,5,4,5,5,3,4,4,1,4,5,0,0,neutral or dissatisfied
127788,Female,Loyal Customer,60,Personal Travel,Eco,1037,2,4,2,1,3,5,4,4,4,2,4,4,4,3,23,14,neutral or dissatisfied
122098,Female,Loyal Customer,51,Personal Travel,Eco,130,2,5,2,4,5,5,4,1,1,2,1,5,1,4,6,0,neutral or dissatisfied
94169,Female,Loyal Customer,45,Business travel,Business,2747,3,3,3,3,3,5,4,5,5,5,5,3,5,4,0,0,satisfied
120211,Male,Loyal Customer,53,Business travel,Eco,1430,2,4,4,4,2,2,2,2,2,4,4,3,4,2,23,31,neutral or dissatisfied
95537,Male,Loyal Customer,44,Personal Travel,Eco Plus,192,3,5,3,1,1,3,1,1,5,5,5,5,4,1,8,3,neutral or dissatisfied
4124,Female,Loyal Customer,62,Business travel,Eco,431,3,4,4,4,4,4,4,3,3,3,3,2,3,4,0,14,neutral or dissatisfied
36919,Female,Loyal Customer,69,Business travel,Eco,340,1,2,2,2,2,3,4,1,1,1,1,1,1,4,18,31,neutral or dissatisfied
109260,Female,Loyal Customer,58,Business travel,Business,3451,5,5,5,5,5,5,4,3,3,3,3,3,3,5,0,3,satisfied
79050,Male,disloyal Customer,26,Business travel,Business,356,1,2,1,3,1,1,1,1,3,4,3,1,4,1,0,0,neutral or dissatisfied
12282,Female,Loyal Customer,35,Business travel,Eco,253,5,5,5,5,5,5,5,5,4,1,2,2,1,5,5,27,satisfied
108911,Male,Loyal Customer,42,Business travel,Eco,1243,2,5,5,5,1,2,1,1,4,5,3,1,4,1,57,33,neutral or dissatisfied
33479,Male,Loyal Customer,36,Business travel,Eco,2422,4,2,2,2,4,4,4,4,1,1,5,5,1,4,0,0,satisfied
11864,Male,Loyal Customer,48,Business travel,Eco,912,3,2,2,2,3,3,3,3,4,1,3,1,2,3,19,7,neutral or dissatisfied
21598,Male,Loyal Customer,41,Business travel,Business,3525,2,2,4,2,4,2,5,4,4,4,4,1,4,1,21,27,satisfied
15567,Female,disloyal Customer,32,Business travel,Eco,283,4,0,4,5,5,4,5,5,3,3,1,3,1,5,0,8,neutral or dissatisfied
41782,Male,Loyal Customer,49,Personal Travel,Eco,508,3,4,3,5,5,3,5,5,5,3,5,5,5,5,0,8,neutral or dissatisfied
47534,Female,Loyal Customer,49,Personal Travel,Eco,558,3,2,3,3,2,4,4,4,4,3,4,2,4,4,0,0,neutral or dissatisfied
125337,Female,Loyal Customer,45,Business travel,Business,1649,1,1,1,1,5,5,4,4,4,4,4,5,4,3,0,0,satisfied
75213,Male,Loyal Customer,56,Business travel,Eco,1829,3,4,4,4,3,3,3,2,4,2,3,3,3,3,191,182,neutral or dissatisfied
19134,Male,Loyal Customer,35,Personal Travel,Eco,287,3,5,3,3,5,3,5,5,4,3,5,3,5,5,0,0,neutral or dissatisfied
128989,Male,Loyal Customer,51,Personal Travel,Eco,236,4,5,4,1,5,4,5,5,2,1,1,3,1,5,0,0,neutral or dissatisfied
71610,Male,Loyal Customer,58,Business travel,Business,1182,3,4,4,4,3,3,4,3,3,3,3,3,3,4,5,0,neutral or dissatisfied
69515,Female,Loyal Customer,40,Business travel,Business,2475,5,5,5,5,5,5,5,3,3,3,5,5,4,5,4,0,satisfied
122657,Male,Loyal Customer,44,Business travel,Business,361,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,0,satisfied
100211,Female,Loyal Customer,67,Business travel,Business,762,4,3,3,3,3,3,4,4,4,4,4,1,4,3,0,0,neutral or dissatisfied
31892,Male,Loyal Customer,40,Personal Travel,Eco,2762,3,0,3,1,1,3,1,1,5,5,5,2,3,1,0,0,neutral or dissatisfied
98563,Male,Loyal Customer,38,Personal Travel,Business,992,3,4,3,4,4,4,4,4,4,3,4,3,4,5,0,0,neutral or dissatisfied
37238,Male,Loyal Customer,9,Personal Travel,Business,972,5,4,5,3,3,5,1,3,3,5,4,5,5,3,0,0,satisfied
43076,Male,Loyal Customer,69,Personal Travel,Eco,192,4,5,4,2,3,4,3,3,5,2,5,4,5,3,33,25,neutral or dissatisfied
48615,Male,Loyal Customer,24,Business travel,Eco Plus,737,5,5,5,5,5,5,4,5,1,2,2,2,5,5,0,0,satisfied
42852,Male,Loyal Customer,18,Personal Travel,Eco,328,2,0,2,4,2,2,2,2,3,3,3,4,5,2,0,20,neutral or dissatisfied
127733,Male,Loyal Customer,38,Business travel,Business,3650,2,3,5,3,2,2,2,2,2,2,2,3,2,4,6,14,neutral or dissatisfied
17643,Male,Loyal Customer,46,Business travel,Business,2747,1,1,1,1,5,5,2,4,4,4,4,5,4,3,28,27,satisfied
124204,Female,Loyal Customer,50,Business travel,Business,2176,1,1,1,1,3,3,5,4,4,3,4,4,4,5,11,0,satisfied
35666,Female,disloyal Customer,24,Business travel,Eco,722,2,2,2,3,2,3,3,1,2,5,3,3,5,3,0,9,neutral or dissatisfied
107194,Female,Loyal Customer,26,Personal Travel,Eco,668,2,4,2,3,1,2,1,1,2,2,4,2,4,1,8,10,neutral or dissatisfied
52835,Female,Loyal Customer,21,Business travel,Eco,1721,2,5,5,5,2,2,4,2,2,1,2,1,3,2,0,0,neutral or dissatisfied
81764,Female,Loyal Customer,41,Business travel,Business,3050,4,4,4,4,5,5,5,4,4,4,4,4,4,3,8,0,satisfied
9276,Female,Loyal Customer,19,Business travel,Business,2417,4,4,5,4,4,4,4,4,5,4,4,5,4,4,32,15,satisfied
100022,Male,Loyal Customer,39,Business travel,Business,2513,1,1,1,1,4,5,5,5,5,5,4,3,5,4,0,0,satisfied
54191,Female,Loyal Customer,22,Personal Travel,Eco,1400,3,2,3,3,4,3,4,4,4,4,3,3,4,4,0,0,neutral or dissatisfied
18238,Female,disloyal Customer,37,Business travel,Eco,228,3,4,3,3,5,3,5,5,3,4,3,4,4,5,0,0,neutral or dissatisfied
97208,Female,disloyal Customer,35,Business travel,Business,1357,4,4,4,3,4,4,4,4,4,3,4,4,5,4,17,25,neutral or dissatisfied
102937,Male,Loyal Customer,7,Personal Travel,Eco,317,3,5,5,2,4,5,4,4,4,1,2,3,2,4,0,0,neutral or dissatisfied
121372,Female,Loyal Customer,12,Personal Travel,Eco Plus,1670,2,3,2,1,5,2,5,5,5,2,5,1,4,5,0,0,neutral or dissatisfied
57672,Female,Loyal Customer,51,Personal Travel,Eco Plus,200,4,3,4,3,4,4,3,2,2,4,2,1,2,1,36,48,neutral or dissatisfied
62273,Female,disloyal Customer,39,Business travel,Business,414,4,4,4,4,2,4,2,2,5,4,4,3,4,2,0,0,neutral or dissatisfied
79063,Male,Loyal Customer,31,Business travel,Business,3229,5,5,5,5,5,5,5,5,3,5,4,4,5,5,15,0,satisfied
15027,Female,Loyal Customer,47,Business travel,Business,2322,5,5,5,5,4,4,5,5,5,5,5,2,5,4,30,23,satisfied
10686,Male,Loyal Customer,10,Business travel,Business,1944,4,5,5,5,4,3,4,4,4,2,3,2,4,4,113,103,neutral or dissatisfied
60964,Male,Loyal Customer,36,Business travel,Eco,488,2,1,1,1,2,2,2,2,3,5,3,2,4,2,71,58,neutral or dissatisfied
13356,Female,disloyal Customer,56,Business travel,Eco,348,3,5,3,3,3,2,2,5,1,2,4,2,1,2,221,215,neutral or dissatisfied
70967,Male,Loyal Customer,37,Personal Travel,Business,802,3,4,3,5,1,2,3,1,1,3,1,5,1,4,27,46,neutral or dissatisfied
86382,Male,Loyal Customer,40,Business travel,Business,2687,4,2,4,4,4,4,5,5,5,5,5,4,5,5,1,0,satisfied
42196,Male,Loyal Customer,42,Business travel,Business,2597,1,1,1,1,4,4,1,4,4,4,4,5,4,3,0,0,satisfied
43501,Male,Loyal Customer,32,Personal Travel,Eco,624,1,5,1,3,1,1,1,1,4,5,2,4,3,1,114,119,neutral or dissatisfied
123589,Female,Loyal Customer,39,Personal Travel,Eco,1773,4,5,4,5,5,4,5,5,2,2,3,3,1,5,14,18,neutral or dissatisfied
767,Female,Loyal Customer,46,Business travel,Business,1942,3,3,3,3,5,4,4,3,3,3,3,2,3,2,0,0,neutral or dissatisfied
44655,Male,Loyal Customer,43,Business travel,Business,1673,2,2,2,2,2,2,4,5,5,5,3,1,5,5,7,2,satisfied
115889,Female,disloyal Customer,37,Business travel,Eco,480,4,0,4,5,3,4,3,3,2,2,5,2,5,3,0,0,neutral or dissatisfied
41339,Male,Loyal Customer,21,Personal Travel,Eco,689,3,1,3,3,2,3,3,2,4,1,3,1,3,2,0,22,neutral or dissatisfied
113205,Female,Loyal Customer,35,Business travel,Business,2863,5,5,5,5,4,5,4,4,4,5,4,4,4,5,0,0,satisfied
100103,Female,Loyal Customer,39,Business travel,Business,725,1,1,1,1,2,5,5,3,3,3,3,4,3,5,0,0,satisfied
33091,Female,Loyal Customer,36,Personal Travel,Eco,163,4,4,4,4,3,4,3,3,3,5,5,5,5,3,0,0,neutral or dissatisfied
